tweet,polarity
we seriously cant take 4 more yrs of trump hell take any chance we have to save our plant  must be voted in, 0
luckily we neednt worry since  will not win in novemberbecause  will crush him unless the dems replace him in which case trump will destroy whoever that person is, 1
has no clue what hes droning on about hes clearly suffering from dementia and his handlers cant keep him hidden forever even the fake polls are now showing  closing in on bidens fake lead trump will crush him, 1
kamala harris will be announced as joe bidens running mate tomorrow   id make a joke about tying your wagon to a lame duck but that would imply she had a wagon to begin with  i look forward to seeing them both unemployed in november, 1
president trump is an american hero he fights for traditional american values thank you, 1
nothing biden said was racist he was talking about the difference between all the places where latinoamericans are from vs africanamericans it was a factual statement but republicans will go cry and pretend to be offended to distract from trumps real racism, 0
kkk is a true terroist group along with the alt right and white supremist and the skinheads yet the attorney general and  turn a blind eye and just wink and throw them red meat then complain that black lives matters group is terroist because the push back smh have run a piece today why trump can take heart from the truman election lessons of 1948 likewise check out my piece for  on that election and others and why they offer hope for, 0
ive watched you make an absolute fool of yourself trying to hold on to your racist selfish ignorant insides but still be a self respecting woman you do not get it both ways either your for america or your for trump there is no grey areas, 0
im getting a picture in my mind of trump as a frustrated little kid whose mom is the 1st ever to say  dont use your words donnie, 0
we havent forgotten we despise trump so much that its become    its been   for a long time bruh we want all of you gone, 0
president trump in hiding is he in danger what happened is he com  via, 0
wow  you mean trump is copying obamacare  thanks obama, 1
can we start a gofundme to have  and  pick up ballots and deliver them since trump is destroying the  ill chip in, 0
his full statement is worth a read, 0
